Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene7332	LOC107056120	3_NT_459080v1_random	+	3613	5071	0.0	0.0	0.0
gene7333	LOC107056122	3_NT_459082v1_random	-	513	8864	0.0	0.0	0.0
gene7334	LOC107056123	3_NT_459088v1_random	+	30	11710	0.0	0.0	0.0
gene7335	LOC107056124	3_NT_459090v1_random	-	10859	12938	0.0	0.0	0.0
gene7336	LOC107056125	3_NT_459091v1_random	-	13	12457	0.0	0.0	0.0
gene7337	LOC107056126	3_NT_459100v1_random	+	5664	8766	0.0	0.0	0.0
gene7338	LOC107056127	3_NT_459108v1_random	-	618	6893	0.0	0.0	0.0
gene7339	LOC107056128	3_NT_459109v1_random	-	2659	6024	0.0	0.0	0.0
gene7340	LOC107056129	3_NT_459110v1_random	+	2456	11675	0.0	0.0	0.0
gene7341	LOC107056130	3_NT_459111v1_random	-	4	4081	0.0	0.0	0.0
gene7342	LOC101749373	3_NT_459112v1_random	+	3814	7285	0.0	0.0	0.0
gene7343	LOC107056131	3_NT_459116v1_random	-	986	10700	0.0	0.0	0.0
gene7345	LOC107056132	3_NT_459118v1_random	+	4364	8486	0.0	0.0	0.0
gene7344	LOC107056133	3_NT_459118v1_random	+	1834	4364	0.0	0.0	0.0
gene7346	LOC107056134	3_NT_459120v1_random	-	1256	4759	0.0	0.0	0.0
gene7347	LOC107056135	3_NT_459123v1_random	+	460	11264	0.0	0.0	0.0
gene7348	LOC107056136	3_NT_459125v1_random	+	2598	5035	0.0	0.0	0.0
gene7350	WISP3	3_NT_459137v1_random	-	9223	10888	0.0	0.0	0.0
gene7349	LOC107056137	3_NT_459137v1_random	+	213	5784	0.0	0.0	0.0
gene7352	LOC107056140	3_NT_459138v1_random	+	8886	9403	0.0	0.0	0.0
gene7351	LOC107056139	3_NT_459138v1_random	+	1544	5795	0.0	0.0	0.0
gene7353	LOC107056141	3_NT_459139v1_random	+	1314	6017	0.0	0.0	0.0
gene7354	LOC107056142	3_NT_459141v1_random	+	967	2300	0.0	0.0	0.0
gene7355	LOC107056143	3_NT_459141v1_random	+	5064	7077	0.0	0.0	0.0
gene7356	LOC107056144	3_NT_459143v1_random	+	1583	10541	0.0	0.0	0.0
gene7357	LOC107056146	3_NT_459154v1_random	+	79	1513	0.0	0.0	0.0
gene7358	LOC107056145	3_NT_459154v1_random	-	6541	10702	0.0	0.0	0.0
gene7359	LOC107056147	3_NT_459163v1_random	-	270	3655	0.0	0.0	0.0
gene7360	LOC107056148	3_NT_459167v1_random	-	1457	3398	0.0	0.0	0.0
gene7361	LOC107056149	3_NT_459170v1_random	+	2190	8317	0.0	0.0	0.0
gene7362	LOC107056150	3_NT_459177v1_random	-	1789	8844	0.0	0.0	0.0
gene7363	LOC107056151	3_NT_459178v1_random	-	2973	9257	0.0	0.0	0.0
gene7364	LOC107056152	3_NT_459182v1_random	+	134	1978	0.0	0.0	0.0
gene7365	LOC107056153	3_NT_459188v1_random	+	3430	8011	0.0	0.0	0.0
gene7366	LOC107056154	3_NT_459189v1_random	+	1470	7773	0.0	0.0	0.0
gene7367	LOC107056155	3_NT_459192v1_random	-	60	9167	0.0	0.0	0.0
gene7368	LOC107056156	3_NT_459201v1_random	+	2239	4746	0.0	0.0	0.0
gene7369	LOC107056157	3_NT_459211v1_random	+	13	4958	0.0	0.0	0.0
gene7370	LOC107056159	3_NT_459218v1_random	+	198	5413	0.0	0.0	0.0
gene7371	LOC107056160	3_NT_459219v1_random	+	1081	5067	0.0	0.0	0.0
gene7372	LOC107056161	3_NT_459220v1_random	-	54	7987	0.0	0.0	0.0
gene7373	LOC107056162	3_NT_459225v1_random	-	1972	5559	0.0	0.0	0.0
gene7374	LOC107056163	3_NT_459227v1_random	-	41	945	0.0	0.0	0.0
gene7375	LOC107056164	3_NT_459229v1_random	-	25	3542	0.0	0.0	0.0
gene7376	LOC107056165	3_NT_459229v1_random	-	3559	5814	0.0	0.0	0.0
gene7377	LOC107056166	3_NT_459232v1_random	-	2019	4894	0.0	0.0	0.0
gene7378	LOC107056167	3_NT_459239v1_random	-	2639	7292	0.0	0.0	0.0
gene7379	LOC107049184	3_NT_459243v1_random	-	1537	4690	0.0	0.0	0.0
gene7380	LOC107056168	3_NT_459244v1_random	+	240	6045	0.0	0.0	0.0
gene7381	TRNAR-ACG	3_NT_459248v1_random	-	1738	1810	0.0	0.0	0.0
gene7382	TRNAW-CCA	3_NT_459248v1_random	+	2823	2894	0.0	0.0	0.0
gene7383	LOC107056169	3_NT_459249v1_random	+	2622	8023	0.0	0.0	0.0
gene7384	LOC107056170	3_NT_459253v1_random	-	413	2350	0.0	0.0	0.0
gene7385	LOC107056171	3_NT_459258v1_random	+	872	5912	0.0	0.0	0.0
gene7386	LOC107056172	3_NT_459264v1_random	-	20	7830	0.0	0.0	0.0
gene7387	LOC107056173	3_NT_459271v1_random	-	3899	7322	0.0	0.0	0.0
gene7388	LOC107056174	3_NT_459274v1_random	+	571	3270	0.0	0.0	0.0
gene7389	LOC107056175	3_NT_459283v1_random	+	1029	2027	0.0	0.0	0.0
gene7390	LOC107056176	3_NT_459285v1_random	-	3895	6945	0.0	0.0	0.0
gene7391	LOC107056177	3_NT_459286v1_random	+	4572	7430	0.0	0.0	0.0
gene7392	LOC107056178	3_NT_459297v1_random	+	2457	5878	0.0	0.0	0.0
gene7393	LOC107056179	3_NT_459303v1_random	-	84	3379	0.0	0.0	0.0
gene7394	LOC107056180	3_NT_459304v1_random	-	1863	5895	0.0	0.0	0.0
gene7395	LOC107056181	3_NT_459305v1_random	+	2922	6874	0.0	0.0	0.0
gene7397	LOC107056183	3_NT_459309v1_random	-	3745	5254	0.0	0.0	0.0
gene7396	LOC107056182	3_NT_459309v1_random	-	979	3743	0.0	0.0	0.0
gene7398	LOC107056184	3_NT_459310v1_random	+	5058	6617	0.0	0.0	0.0
gene7399	LOC107056185	3_NT_459316v1_random	-	258	3862	0.0	0.0	0.0
gene7400	LOC107056186	3_NT_459326v1_random	+	665	6026	0.0	0.0	0.0
gene7401	LOC107056187	3_NT_459327v1_random	-	137	6820	0.0	0.0	0.0
gene7402	LOC107056188	3_NT_459328v1_random	+	105	3673	0.0	0.0	0.0
gene7403	LOC107056189	3_NT_459330v1_random	+	2266	4073	0.0	0.0	0.0
gene7404	LOC107056190	3_NT_459334v1_random	-	2191	6420	0.0	0.0	0.0
gene7405	LOC107056191	3_NT_459337v1_random	-	4924	6629	0.0	0.0	0.0
gene7406	LOC107056192	3_NT_459349v1_random	+	2232	4376	0.0	0.0	0.0
gene7407	LOC107056193	3_NT_459356v1_random	+	2307	5534	0.0	0.0	0.0
gene7408	LOC107056194	3_NT_459366v1_random	-	2405	6363	0.0	0.0	0.0
gene7410	LOC107056195	3_NT_459380v1_random	-	4946	5666	0.0	0.0	0.0
gene7409	LOC107056196	3_NT_459380v1_random	+	1298	2638	0.0	0.0	0.0
gene7411	LOC107056197	3_NT_459382v1_random	-	46	5364	0.0	0.0	0.0
gene7412	LOC107056198	3_NT_459383v1_random	+	2314	6089	0.0	0.0	0.0
gene7413	LOC107056199	3_NT_459384v1_random	-	1188	2702	0.0	0.0	0.0
gene7414	LOC107056200	3_NT_459386v1_random	-	207	6300	0.0	0.0	0.0
gene7415	LOC107056201	3_NT_459386v1_random	+	1710	4265	0.0	0.0	0.0
gene7417	LOC107056203	3_NT_459399v1_random	+	740	1629	0.0	0.0	0.0
gene7416	LOC107056202	3_NT_459399v1_random	+	20	674	0.0	0.0	0.0
gene7418	LOC107056204	3_NT_459400v1_random	-	1719	6136	0.0	0.0	0.0
gene7419	LOC107056205	3_NT_459403v1_random	+	1232	3312	0.0	0.0	0.0
gene7420	LOC107056206	3_NT_459417v1_random	+	940	4930	0.0	0.0	0.0
gene7421	LOC107056207	3_NT_459418v1_random	-	2924	5937	0.0	0.0	0.0
gene7422	LOC107056208	3_NT_459424v1_random	+	71	3755	0.0	0.0	0.0
gene7423	LOC107056209	3_NT_459425v1_random	-	72	5682	0.0	0.0	0.0
gene7424	LOC107056210	3_NT_459440v1_random	+	634	5668	0.0	0.0	0.0
gene7425	LOC107056211	3_NT_459441v1_random	-	98	5496	0.0	0.0	0.0
gene7426	LOC107056212	3_NT_459442v1_random	+	58	5541	0.0	0.0	0.0
gene7427	LOC107056213	3_NT_459448v1_random	+	1186	4287	0.0	0.0	0.0
gene7428	LOC107056214	3_NT_459451v1_random	-	1036	1364	0.0	0.0	0.0
gene7429	LOC107056215	3_NT_459460v1_random	-	4761	5582	0.0	0.0	0.0
gene7430	LOC107056216	3_NT_459463v1_random	-	3495	4858	0.0	0.0	0.0
gene7431	LOC107056217	3_NT_459465v1_random	+	3578	5177	0.0	0.0	0.0
gene7432	LOC107056218	3_NT_459469v1_random	+	737	5490	0.0	0.0	0.0
gene7433	LOC107056219	3_NT_459474v1_random	+	662	1758	0.0	0.0	0.0
gene7434	LOC107056220	3_NT_459475v1_random	-	487	5271	0.0	0.0	0.0
gene7435	LOC107056221	3_NT_459476v1_random	-	317	4300	0.0	0.0	0.0
gene7436	LOC107056222	3_NT_459478v1_random	+	172	4412	0.0	0.0	0.0
gene7437	LOC107056223	3_NT_459483v1_random	+	159	3970	0.0	0.0	0.0
gene7438	LOC107056224	3_NT_459490v1_random	+	636	5106	0.0	0.0	0.0
gene7439	LOC107056225	3_NT_459501v1_random	-	1861	3702	0.0	0.0	0.0
gene7440	LOC107056226	3_NT_459510v1_random	-	43	5030	0.0	0.0	0.0
gene7441	LOC107056227	3_NT_459512v1_random	-	92	3278	0.0	0.0	0.0
gene7442	LOC107056228	3_NT_459526v1_random	-	118	1509	0.0	0.0	0.0
gene7443	LOC107056229	3_NT_459528v1_random	-	51	4010	0.0	0.0	0.0
gene7444	LOC107056230	3_NT_459535v1_random	-	344	4640	0.0	0.0	0.0
gene7445	LOC107056231	3_NT_459543v1_random	-	302	4623	0.0	0.0	0.0
gene7446	LOC107056232	3_NT_459544v1_random	+	56	2071	0.0	0.0	0.0
gene7447	LOC107056233	3_NT_459551v1_random	+	1296	3725	0.0	0.0	0.0
gene7448	LOC107056234	3_NT_459568v1_random	+	59	632	0.0	0.0	0.0
gene7449	LOC107056235	3_NT_459568v1_random	-	2435	4350	0.0	0.0	0.0
gene7450	LOC107056236	3_NT_459571v1_random	-	2554	4033	0.0	0.0	0.0
gene7451	LOC107056237	3_NT_459579v1_random	-	539	2492	0.0	0.0	0.0
gene7452	LOC107056238	3_NT_459583v1_random	-	18	4266	0.0	0.0	0.0
gene7453	LOC107056239	3_NT_459608v1_random	-	997	3486	0.0	0.0	0.0
gene7454	LOC107056240	3_NT_459611v1_random	-	563	2446	0.0	0.0	0.0
gene7455	LOC107056241	3_NT_459650v1_random	-	41	3035	0.0	0.0	0.0
gene7456	LOC107056242	3_NT_459658v1_random	-	405	1135	0.0	0.0	0.0
gene7457	LOC107056243	3_NT_459666v1_random	+	1429	2427	0.0	0.0	0.0
gene7459	LOC107056245	3_NT_459674v1_random	+	1634	2414	0.0	0.0	0.0
gene7458	LOC107056244	3_NT_459674v1_random	-	761	1809	0.0	0.0	0.0
gene7460	LOC107056246	3_NT_459678v1_random	-	51	2044	0.0	0.0	0.0
gene7461	LOC107056247	3_NT_459727v1_random	-	103	1858	0.0	0.0	0.0
gene7462	DNMT3A	3_NT_459788v1_random	-	880	1224	0.0	0.0	0.0
gene8734	LOC422811	4	+	74182512	74185559	0.0	0.0	0.0
gene8202	LOC107051756	4	-	39361227	39413908	0.0	0.0	0.0
gene7694	LOC107052109	4	-	6436639	6438088	0.0	0.0	0.0
gene8394	LOC100858497	4	+	50738761	50742016	0.0	0.0	0.0
gene8083	LOC101749269	4	+	31634457	31635935	0.0	0.0	0.0
gene7646	MIR18B	4	-	3995020	3995103	0.0	0.0	0.0
gene7756	LOC107052110	4	-	11107370	11110418	0.0	0.0	0.0
gene8577	LOC107053252	4	-	63070359	63078683	0.0	0.0	0.0
gene8996	GNOT2	4	-	90306516	90308562	0.0	0.0	0.0
gene8950	LOC107053325	4	-	87256249	87267701	0.0	0.0	0.0
gene8395	NPFFR2	4	+	50748502	50762608	0.0	0.0	0.0
gene7647	MIR106A	4	-	3995151	3995231	0.0	0.0	0.0
gene8284	LOC107051740	4	+	45751070	45768758	0.0	0.0	0.0
gene8594	FGF20	4	+	63679405	63684026	0.0	0.0	0.0
gene8033	LOC107051793	4	-	28550125	28563120	0.0	0.0	0.0
gene8678	LOC101749763	4	+	69269956	69271163	0.0	0.0	0.0
gene8965	AVP	4	-	89222770	89224343	0.0	0.0	0.0
gene7851	LOC107052094	4	+	14589009	14641899	0.0	0.0	0.0
gene8596	LOC422737	4	+	63903786	63914604	0.0	0.0	0.0
gene7940	LOC769052	4	-	20396372	20443207	0.0	0.0	0.0
gene8285	LOC107051741	4	-	45753763	45765152	0.0	0.0	0.0
gene7934	LOC107053211	4	+	20178124	20178676	0.0	0.0	0.0
gene8279	LOC107051743	4	+	45276513	45296910	0.0	0.0	0.0
gene7757	POU4F3	4	+	11136956	11138503	0.0	0.0	0.0
gene7546	LOC107052044	4	-	1725256	1733483	0.0	0.0	0.0
gene7852	LOC101749735	4	+	14651346	14670202	0.0	0.0	0.0
gene8715	LOC107053283	4	+	71650683	71658218	0.0	0.0	0.0
gene8341	LOC107051730	4	+	49062182	49084256	0.0	0.0	0.0
gene8986	LOC107053331	4	+	90058022	90059062	0.0	0.0	0.0
gene8559	LOC107053266	4	+	61800663	61830102	0.0	0.0	0.0
gene8035	LOC107051792	4	+	28986991	29036383	0.0	0.0	0.0
gene8789	LOC101748180	4	+	78771256	78797961	0.0	0.0	0.0
gene8595	LOC107053251	4	+	63749906	63856031	0.0	0.0	0.0
gene7780	TRNAE-UUC	4	+	11536623	11536694	0.0	0.0	0.0
gene8447	QRFPR	4	+	54427365	54447160	0.0	0.0	0.0
gene7853	LOC100858860	4	+	14730217	15089785	0.0	0.0	0.0
gene8098	LOC107051778	4	-	32831025	32852883	0.0	0.0	0.0
gene7942	LOC107053209	4	+	20468825	20472177	0.0	0.0	0.0
gene7987	LOC101747446	4	+	23890444	23904506	0.0	0.0	0.0
gene8877	LOC101749199	4	+	84322674	84336441	0.0	0.0	0.0
gene8336	LOC107051801	4	-	47595999	47605501	0.0	0.0	0.0
gene8714	LOC107053281	4	+	71292038	71301451	0.0	0.0	0.0
gene7960	LOC107053207	4	-	21259145	21260862	0.0	0.0	0.0
gene8031	LOC101750538	4	-	27906975	27921584	0.0	0.0	0.0
gene7754	LOC107052074	4	-	11086447	11090906	0.0	0.0	0.0
gene8899	LOC107053315	4	-	85919220	85921241	0.0	0.0	0.0
gene8343	LOC107051728	4	-	49194016	49203159	0.0	0.0	0.0
gene8088	TTC29	4	-	31837322	32028276	0.0	0.0	0.0
gene8337	LOC100859459	4	-	47668744	47747556	0.0	0.0	0.0
gene8161	LOC107051768	4	-	35595909	35604558	0.0	0.0	0.0
gene8361	LOC101750406	4	+	49857929	49861927	0.0	0.0	0.0
gene8900	LOC107053314	4	-	85932543	85940798	0.0	0.0	0.0
gene7755	LOC100859281	4	-	11091106	11093105	0.0	0.0	0.0
gene7644	GPC3	4	-	3913355	3985843	0.0	0.0	0.0
gene7689	LOC107052054	4	+	5320165	5322165	0.0	0.0	0.0
gene8338	LOC101748838	4	+	47841012	47851523	0.0	0.0	0.0
gene8737	LOC101750484	4	+	74602272	74616047	0.0	0.0	0.0
gene8256	GLRA3	4	-	44138353	44216440	0.0	0.0	0.0
gene7856	MIR6679	4	-	15621996	15622105	0.0	0.0	0.0
gene8600	LOC107053248	4	-	64196665	64218420	0.0	0.0	0.0
gene7645	MIR20B	4	-	3994839	3994923	0.0	0.0	0.0
gene7768	LOC422305	4	-	11347258	11351097	0.0	0.0	0.0
gene7939	LOC107053210	4	+	20372281	20378728	0.0	0.0	0.0
gene9007	LOC422956	4	-	90880573	90885944	0.0	0.0	0.0
gene8663	YIPF7	4	+	68062286	68075787	0.0	0.0	0.0
gene8163	MMRN1	4	+	35732250	35780215	0.0	0.0	0.0
gene8612	LOC107053246	4	-	65398044	65406461	0.0	0.0	0.0
gene7994	LOC107053201	4	+	24200770	24204158	0.0	0.0	0.0
gene8646	CNGA1	4	+	67007806	67015296	0.0	0.0	0.0
gene8861	MIR7467	4	+	83395402	83395464	0.0	0.0	0.0
gene7945	FGG	4	-	20496742	20501949	0.0	0.0	0.0
gene8064	LOC107051804	4	-	30309311	30310981	0.0	0.0	0.0
gene7639	LOC107052107	4	-	3719611	3725681	0.0	0.0	0.0
gene8895	LOC100859899	4	-	85602898	85607421	0.0	0.0	0.0
gene8558	F11	4	+	61774102	61783297	0.0	0.0	0.0
gene8602	MIR383	4	+	64399452	64399524	0.0	0.0	0.0
gene8247	LOC101749678	4	+	43678518	43680460	0.0	0.0	0.0
gene8557	LOC107053267	4	+	61769106	61771141	0.0	0.0	0.0
gene7770	IRG1L	4	+	11381858	11386270	0.0	0.0	0.0
gene8420	LOC107051799	4	-	52390957	52392340	0.0	0.0	0.0
gene7465	LOC107053195	4	-	31633	32447	0.0	0.0	0.0
gene8014	LOC107053228	4	-	25455291	25458078	0.0	0.0	0.0
gene7959	LOC107053219	4	-	21180364	21187395	0.0	0.0	0.0
gene8964	OXT	4	-	89218646	89222668	0.0	0.0	0.0
gene8203	TACR3	4	+	39448754	39482460	0.0	0.0	0.0
gene8248	LOC107051802	4	-	43874920	43880660	0.0	0.0	0.0
gene8918	LOC107053324	4	-	86287064	86288761	0.0	0.0	0.0
gene8666	GRXCR1	4	-	68477041	68514072	0.0	0.0	0.0
gene7652	MIR16C	4	-	4071445	4071515	0.0	0.0	0.0
gene7737	MIR1750	4	+	10602621	10602705	0.0	0.0	0.0
gene8920	LOC100857817	4	-	86300967	86305417	0.0	0.0	0.0
gene7804	LOC107052083	4	+	12408416	12409968	0.0	0.0	0.0
gene8249	MIR1776	4	+	43888207	43888307	0.0	0.0	0.0
gene8022	LOC107053232	4	+	26362085	26363656	0.0	0.0	0.0
gene8234	LOC107051803	4	-	42271722	42279602	0.0	0.0	0.0
gene8925	LOC107049168	4	-	86355397	86359519	0.0	0.0	0.0
gene8898	ATOH8	4	+	85899147	85919215	0.0	0.0	0.0
gene8023	LOC107053231	4	+	26395536	26397908	0.0	0.0	0.0
gene8468	LOC107051711	4	-	56047880	56063930	0.0	0.0	0.0
gene8740	LOC107053285	4	+	75000601	75022776	0.0	0.0	0.0
gene7491	LOC101748689	4	-	890621	914980	0.0	0.0	0.0
gene8926	LOC100857871	4	-	86363368	86365046	0.0	0.0	0.0
gene8867	LOC107053321	4	-	83687798	83689055	0.0	0.0	0.0
gene8780	LOC101747519	4	-	77902980	77907299	0.0	0.0	0.0
gene7970	MIR6688	4	+	21966872	21966981	0.0	0.0	0.0
gene8878	LOC107053319	4	+	84372773	84375435	0.0	0.0	0.0
gene7618	LOC107052047	4	+	2841734	2845842	0.0	0.0	0.0
gene8744	LOC101750783	4	+	75472753	75480262	0.0	0.0	0.0
gene7771	LOC107052078	4	+	11386392	11387578	0.0	0.0	0.0
gene7925	LOC101751176	4	-	19620309	19621770	0.0	0.0	0.0
gene7487	LOC101750228	4	-	722586	726439	0.0	0.0	0.0
gene8619	KIT	4	-	65682458	65734524	0.0	0.0	0.0
gene8665	LOC107053278	4	+	68282245	68289902	0.0	0.0	0.0
gene9008	LOC107053336	4	+	91065754	91068603	0.0	0.0	0.0
gene7772	LOC107052077	4	+	11387736	11390130	0.0	0.0	0.0
gene8891	LOC107053316	4	+	85391116	85429274	0.0	0.0	0.0
gene8026	LOC101750230	4	-	26967234	26976702	0.0	0.0	0.0
gene7984	NPY5R	4	+	23538189	23547152	0.0	0.0	0.0
gene7490	LOC107052030	4	-	865898	870392	0.0	0.0	0.0
gene8778	LOC107053294	4	+	77503345	77548308	0.0	0.0	0.0
gene8773	LOC107053304	4	-	77377934	77379515	0.0	0.0	0.0
gene8027	LOC107053226	4	-	27041695	27059499	0.0	0.0	0.0
gene8927	LOC100857906	4	-	86372542	86374936	0.0	0.0	0.0
gene7691	LOC107052108	4	-	5718273	5719591	0.0	0.0	0.0
gene7980	LOC107053213	4	+	22922304	22923816	0.0	0.0	0.0
gene7488	LOC107052029	4	-	821696	825324	0.0	0.0	0.0
gene8829	LOC101750928	4	+	81635922	81638506	0.0	0.0	0.0
gene8233	LOC101748815	4	+	41764247	41766495	0.0	0.0	0.0
gene7493	LOC107052032	4	+	954638	959690	0.0	0.0	0.0
gene7492	LOC107052106	4	-	939447	947069	0.0	0.0	0.0
gene7791	CDX4	4	+	12159094	12167696	0.0	0.0	0.0
gene8030	LOC107053224	4	+	27792896	27803199	0.0	0.0	0.0
gene8575	LOC107053253	4	-	62301922	62315169	0.0	0.0	0.0
gene8779	LOC107053295	4	-	77860424	77870692	0.0	0.0	0.0
gene8025	LOC101750132	4	-	26767962	26795393	0.0	0.0	0.0
gene8257	TRNAM-CAU	4	+	44190609	44190680	0.0	0.0	0.0
gene8393	GC	4	-	50732770	50738584	0.0	0.0	0.0
gene8282	LOC777386	4	+	45632721	45636056	0.0	0.0	0.0
gene8955	LOC101749155	4	+	88881163	88895084	0.0	0.0	0.0
gene8531	MIR1814	4	+	60484504	60484577	0.0	0.0	0.0
gene8876	LOC101749105	4	+	84171999	84183619	0.0	0.0	0.0
gene9020	LOC430596	4_NT_459800v1_random	+	73278	85573	0.0	0.0	0.0
gene9025	LOC777022	4_NT_459800v1_random	-	136075	136989	0.0	0.0	0.0
gene9014	LOC429721	4_NT_459800v1_random	+	29079	29900	0.0	0.0	0.0
gene9019	LOC107056253	4_NT_459800v1_random	+	63833	70461	0.0	0.0	0.0
gene9043	LOC107056266	4_NT_459800v1_random	-	291964	292536	0.0	0.0	0.0
gene9048	LOC100858883	4_NT_459800v1_random	+	339704	340663	0.0	0.0	0.0
gene9032	LOC100859329	4_NT_459800v1_random	-	199307	200269	0.0	0.0	0.0
gene9037	LOC430730	4_NT_459800v1_random	+	243501	244436	0.0	0.0	0.0
gene9021	LOC101751787	4_NT_459800v1_random	+	94452	95048	0.0	0.0	0.0
gene9026	LOC107056264	4_NT_459800v1_random	+	145541	146283	0.0	0.0	0.0
gene9054	LOC107056260	4_NT_459800v1_random	+	413713	424089	0.0	0.0	0.0
gene9010	LOC107056262	4_NT_459800v1_random	+	4295	6474	0.0	0.0	0.0
gene9015	LOC107056249	4_NT_459800v1_random	-	35935	36711	0.0	0.0	0.0
gene9052	LOC100858228	4_NT_459800v1_random	+	408287	409225	0.0	0.0	0.0
gene9044	LOC776910	4_NT_459800v1_random	+	300864	302335	0.0	0.0	0.0
gene9049	LOC100858618	4_NT_459800v1_random	+	367857	368720	0.0	0.0	0.0
gene9033	LOC107056254	4_NT_459800v1_random	-	205579	206496	0.0	0.0	0.0
gene9038	LOC100859303	4_NT_459800v1_random	-	249269	250176	0.0	0.0	0.0
gene9022	LOC107056267	4_NT_459800v1_random	-	99157	99534	0.0	0.0	0.0
gene9027	LOC777084	4_NT_459800v1_random	-	152458	153402	0.0	0.0	0.0
gene9011	LOC107056248	4_NT_459800v1_random	-	13265	13852	0.0	0.0	0.0
gene9016	LOC107056250	4_NT_459800v1_random	+	43872	44651	0.0	0.0	0.0
gene9040	LOC101750113	4_NT_459800v1_random	-	265886	266821	0.0	0.0	0.0
gene9045	LOC100859429	4_NT_459800v1_random	-	308012	308614	0.0	0.0	0.0
gene9051	LOC107056258	4_NT_459800v1_random	+	376013	406348	0.0	0.0	0.0
gene9034	LOC430212	4_NT_459800v1_random	+	215040	215657	0.0	0.0	0.0
gene9039	LOC107056263	4_NT_459800v1_random	+	255771	258917	0.0	0.0	0.0
gene9023	LOC777021	4_NT_459800v1_random	+	125331	125885	0.0	0.0	0.0
gene9028	LOC777023	4_NT_459800v1_random	+	162028	163021	0.0	0.0	0.0
gene9053	LOC107056259	4_NT_459800v1_random	-	412344	412904	0.0	0.0	0.0
gene9012	LOC100857730	4_NT_459800v1_random	-	13856	14233	0.0	0.0	0.0
gene9017	LOC107056251	4_NT_459800v1_random	+	50275	50862	0.0	0.0	0.0
gene9050	LOC769376	4_NT_459800v1_random	-	373143	374915	0.0	0.0	0.0
gene9041	LOC107056256	4_NT_459800v1_random	+	274835	275773	0.0	0.0	0.0
gene9046	LOC107056268	4_NT_459800v1_random	-	311925	315184	0.0	0.0	0.0
gene9030	LOC107056265	4_NT_459800v1_random	+	177112	177974	0.0	0.0	0.0
gene9035	LOC107056255	4_NT_459800v1_random	-	216001	224414	0.0	0.0	0.0
gene9024	LOC429924	4_NT_459800v1_random	+	131251	132216	0.0	0.0	0.0
gene9029	LOC430853	4_NT_459800v1_random	-	168649	173891	0.0	0.0	0.0
gene9013	LOC776232	4_NT_459800v1_random	+	22736	23671	0.0	0.0	0.0
gene9018	LOC107056252	4_NT_459800v1_random	-	60325	60813	0.0	0.0	0.0
gene9042	LOC107056257	4_NT_459800v1_random	-	283371	284597	0.0	0.0	0.0
gene9047	LOC100858342	4_NT_459800v1_random	+	324346	324963	0.0	0.0	0.0
gene9031	LOC101751209	4_NT_459800v1_random	-	183637	184955	0.0	0.0	0.0
gene9036	LOC425918	4_NT_459800v1_random	+	235095	236051	0.0	0.0	0.0
gene9055	LOC107056261	4_NT_459800v1_random	+	468200	469171	0.0	0.0	0.0
gene9060	LOC429518	4_NT_459801v1_random	+	25142	79031	0.0	0.0	0.0
gene9065	LOXL3	4_NT_459801v1_random	-	101191	115310	0.0	0.0	0.0
gene9059	DQX1	4_NT_459801v1_random	-	17492	24494	0.0	0.0	0.0
gene9063	AUP1	4_NT_459801v1_random	-	80744	91638	0.0	0.0	0.0
gene9068	M1AP	4_NT_459801v1_random	-	142982	165762	0.0	0.0	0.0
gene9057	LOC107056269	4_NT_459801v1_random	+	11565	13300	0.0	0.0	0.0
gene9061	LOC101747820	4_NT_459801v1_random	-	52397	67171	0.0	0.0	0.0
gene9066	LOC430422	4_NT_459801v1_random	-	116201	130197	0.0	0.0	0.0
gene9064	HTRA2	4_NT_459801v1_random	+	91701	99194	0.0	0.0	0.0
gene9058	LOC101747944	4_NT_459801v1_random	-	13734	15654	0.0	0.0	0.0
gene9062	LOC107056270	4_NT_459801v1_random	-	79034	80655	0.0	0.0	0.0
gene9067	DOK1	4_NT_459801v1_random	+	131975	139490	0.0	0.0	0.0
gene9056	TLX2	4_NT_459801v1_random	+	6614	11147	0.0	0.0	0.0
gene9080	NAT8B	4_NT_459802v1_random	-	98705	99529	0.0	0.0	0.0
gene9085	LOC107056279	4_NT_459802v1_random	-	122730	123149	0.0	0.0	0.0
gene9074	LOC107056277	4_NT_459802v1_random	+	26950	31199	0.0	0.0	0.0
gene9079	VPS16	4_NT_459802v1_random	-	88970	98102	0.0	0.0	0.0
gene9083	LOC100858707	4_NT_459802v1_random	-	106077	113411	0.0	0.0	0.0
gene9072	LOC101751597	4_NT_459802v1_random	-	19013	24989	0.0	0.0	0.0
gene9077	NOP56	4_NT_459802v1_random	+	76802	80646	0.0	0.0	0.0
gene9081	NAT8	4_NT_459802v1_random	-	101689	103570	0.0	0.0	0.0
gene9086	EBF4	4_NT_459802v1_random	-	131188	137087	0.0	0.0	0.0
gene9070	LOC107056280	4_NT_459802v1_random	-	7405	12481	0.0	0.0	0.0
gene9075	LOC107056275	4_NT_459802v1_random	-	31152	33728	0.0	0.0	0.0
gene9084	LOC107056272	4_NT_459802v1_random	+	115285	116888	0.0	0.0	0.0
gene9069	RTKN	4_NT_459802v1_random	+	66	6816	0.0	0.0	0.0
gene9073	C4H2orf81	4_NT_459802v1_random	+	24977	26855	0.0	0.0	0.0
gene9078	IDH3B	4_NT_459802v1_random	-	81577	88731	0.0	0.0	0.0
